id,Emotion,Sentence
1804,Enjoyment,"Phải gọi là nhung món ăn của bọn tham nhũng, bọn xã hội đen, bọn này $500K hay vài triệu vnđ không có là con…. Khi kho gì với bọn chúng, chúng nó trả viện phí từ vài trăm triệu tới hàng tỉ vnđ ở Bệnh viện Singapore, Japan hay bệnh viện tây phương không nghĩa lý gì! ….."
1925,Enjoyment,Minh ve VN 1 thang tang can veo veo 😂
3131,Enjoyment,em thách anh làm một tựa game
2168,Enjoyment,Chị ra video mới hơn đi
1112,Enjoyment,"Cái kiểu văn minh phương Tây tự do dân chủ là thế đó:muốn làm gì thì làm,muốn lật mặt thì lật"
4346,Enjoyment,Hài vãi 😂😂😂😂😂😂
4487,Fear,diễm my chắc bên cam :)))))
6318,Enjoyment,Bây ơi trườ t cho ik chs cuối năm ở đây
6092,Enjoyment,M xin giá vé tour từ Hà Nội ạ
1821,Enjoyment,10 : 5 nghe giá thấy khá mắc nhưng nghe phải có giá 200k❤😂
3777,Enjoyment,Mình làm game lúc 10 tuổi
1340,Enjoyment,"em thích nhất bún chả nhà làm và bánh mì, xôi và bánh cuốn và phở nữa"
3822,Enjoyment,Mọt lm nốt acg 8 ik mà plssssss
5825,Enjoyment,Cô ba team phuoc lây kia
3944,Enjoyment,"mc này mà dẫn chương trình về kiến thức gì trời, đài hết người sao?"
4073,Enjoyment,"xem chương trình,trong tập này mình thích nhất là lúc camera quay đến văn mai hương,nước da + vòng ấy cực đẹp,vs quyến rũ... luôn nha.xem mà ko thấy chán luôn nha"
1479,Enjoyment,"Cháo lòng thì mình không thích lắm vì mình thích ăn thịt hơn  như nướng, cuốn. Lâu Lâu 3, 4 tháng mới ăn cháo 1 lần thôi."
1276,Enjoyment,"Ở VN chỉ cần có bột và nước cốt dừa, là có thể làm ra mấy loại bánh ngon"
1903,Disgust,Nước ngoài chúng luôn có vũ khí hủy diệt loài người đó là mất mát danh tính mất quyền sống của con người đó là tội ác hủy diệt con người nhưng việt nam ngược lại.con đường sống của con người là tự do bình đẳng hoà bình hạnh phúc của con người đó là vũ khí nhân đạo quền sống tự do của con người nước ngoài có vũ khí hủy diệt con người Việt Nam có vũ khí nhân đạo đánh vào dạ dày đó ẩn thực các món ăn mà người Việt đang giới thiệu cho các nước hùng hậu suốt ngày nghiên cứu cải chết người hủy diệt độ là vũ khí họ quên cả ăn.thì hãy sang Việt Nam.để tận hưởng cái vũ khí không cần súng đạn bom tên lửa.mat Việt đang thu phục những cơn mãnh hổ muốn bá chủ sống một mình không cho nước khác sống chung quả địa cầu này bầu khí quyển chung Việt Nam bản lĩnh có cách thu phục những con hổ tranh giành lãnh thổ sẽ thuần phục đó là ân nhân đó cuộc sống bình đẳng hạnh phúc tự do của con người
1767,Enjoyment,"Nguoi vn phat cuong dua len dau ton tho khi tiep xuc voi bon ngoai quoc  ,that dang khinh bi"
1017,Disgust,Bả nói tiếng việt như vậy.sẽ ko ai nhận ra là người nước ngoài tiếng việt đâu
1791,Enjoyment,Có ai giống tôi không mỗi lần nghe ai nói về Việt Nam mà nói về tự hào đất nước trong lòng cô lại có cảm giác kỳ như tự hào lắm nó hót cả lắm Có ai bị giống tôi không😅😅😅😅😅
1912,Enjoyment,"Trung Quốc gốc cái quỷ gì chả vơ về mình, đến cái máy ATM cũng bị vơ về do họ phát minh mà🤣🤣🤣🤣🤣"
2994,Enjoyment,"PEP cưng n ngoài X
PEP cưng vn V"
817,Enjoyment,mưa khi gặt ảnh hưởng gì quan trọng lúc phơi còn vừa mưa vừa tuốt
1648,Enjoyment,Mấy thằng Trung Quốc lỏ ghen tị ấy mà
3117,Disgust,"Đang hóng vệ thần, tai ương, với lqtl 🥲"
4660,Enjoyment,24:50 3600 chiếc lightstick hình rauma 🐧
526,Enjoyment,Chào Khoai- bạn đã có một thời gian dài để đi khắp Việt Nam như vậy là đã thỏa mãn một ước mơ là đi khắp Việt nam để biết mọi miền  của đất nước xinh đẹp này❤🧡💛💚💙💯💯💯💯💯🌿🌿🌿🌿🌿🌹🌹🌹🌹🌹Thật tuyệt vời bạn...🌻🌻🌻🌻🌻🌼🌼🌼🦟🦟🏵🏵🏵🏵🏵
5156,Enjoyment,😂😂😂😂Ú tời hắn ăn thấy thương 😂
599,Enjoyment,800 ngày mà gói gọn trong 27 phút quá khủng khiếp
4266,Enjoyment,TRẤN THÀNH ƠI
5929,Enjoyment,Woa đẹp quá ạ 🥰
6556,Enjoyment,Rất là đẹp luôn
2555,Fear,Bởi vậy
6790,Enjoyment,ai làm phiền tao đi
4696,Disgust,"Phe ta chết sạch, phe địch còn nguyên🥹"
5600,Disgust,cho bạn nhé🥰
5062,Enjoyment,Thích thái sơn nhé ❤️
3620,Disgust,"thực sự vn ta không thiếu những đội ngũ làm game cực kì tài năng,cái chúng ta thiếu là một nhà phát hành có nguồn lực và có tâm,sẵn sàng đồng hành và đầu tư cho các studio chứ không phải theo tư duy ăn sổi như bây giờ"
5609,Disgust,ôi chúa ơi😨
3216,Enjoyment,29:04 nếu bạn ôm chó ngồi trong góc mà vẫn mất chó thì đó là tính năng :)))
3591,Enjoyment,"Chi cục Thuế là thứ khiến Flappy Bird bay màu chứ chẳng có đồng bào nào dập nổi. Ng khen kẻ chê là bình thường. Ko phải vì vài ba ng chê mà game bay màu. Tác giả xóa Flappy Bird vì thuế vào cuộc, nhà nước điều tra."
1817,Fear,"Mình có tánh tiết kiệm, muốn ăn gì thì tự nấu cho nó rẻ chút.Vì thu nhập không cao và kiếm được tiền mệt lắm nên mình trân trọng sức lao động.Dẩu rằng tự nấu thì không ngon bằng ở tiệm quán .Không ai hỏi nhưng mình tự nói đó"
3500,Enjoyment,hai anh em yêu thương nhau
2656,Enjoyment,"Đi đâu cũng cần bảo vệ môi trường, koan hô Khoai"
2550,Fear,"Phai muon anh nay lam quang cao , chi nghe anh ta noi da thay ngon roi !!!.....hi...hi...hi..."
6043,Enjoyment,cồn cát ko🤣
2355,Enjoyment,Hỏi nhiều quá vo duyên 😂😂😂😂
2341,Enjoyment,"Tiếng ‘’ Dạ ‘’ ngọt, đầy và đậm chất MNVN đã tạo nên 1 SG đúng dễ thương 🥰 quá"
6411,Enjoyment,khoảng trống ấy😂
2303,Enjoyment,"Miền nào chả có báo 
Trong nam còn nạn giật đồ tùm lum ở quận 1 với mấy nới xầm uốt 
Nói về báo thì  ngoài bắc 1 thì trong nam gấp 2 gấp 3 là ít"
3743,Fear,150 triệu 1 tháng hay 150 triệu 1 chục năm. dev còn chẳng có mức lương đó. 😂 mà đến nay chắc mini game đó tuột người chơi rồi giờ 150 triệu xuống còn 15 hoặc chưa đến 10 nữa. mấy game hồi xưa hot bên Roblox Minecraft giờ cũng lặng tiếng gần hết rồi có khi. game ít người chơi quá dev ra nhiều ý tưởng Dev hết ý tưởng thì tương đương game chết. hồi mấy năm trc có Meme Sea bên Roblox vài tháng đầu còn hơi hot đến vài tháng sau thì hot lên vả đc cả Blox Fruits thì đến vài tháng nữa thì game ngừng update rồi đến hiện tại. dev có vào nhưng chả cập nhật
4065,Enjoyment,"Bà Cam giỏi quá ,coi cuốn quá trời"
2091,Enjoyment,Địa điểm bán ở đâu vậy bạn????
6417,Disgust,yêu anh giá
5449,Surprise,Dell đc phải mất tiền
3853,Enjoyment,Thích Quân AP
978,Enjoyment,Ông Antonio đập lúa như trẻ con chơi đồ hàng
4016,Enjoyment,Lâu lắm mới thấy chị Sam xuất hiện 😟 Cũng không tính comment mà chị xinh quá chịu không nổi luôn trời. Xinh nhất luôn á
6479,Enjoyment,"Tín hiệu vũ trụ phải đi thôi, qua giờ lướt gặp miết luôn 😳"
2539,Enjoyment,"ác bánh mì vị sài gòn , tui ở sài gòn 11 năm không biết  sài gòn có vị bánh mì riêng luôn 🫣"
5628,Enjoyment,@𝑲 𝒉 𝒂 𝒏 𝒉  𝑨 𝒏 🌊 @N.chou🎀💭 @Chất liệu bạn gái:> @.gỏi lá _29th8. @khongg ai ieuu😌 @HoaiAn @❤️‍🔥 @💔 @i only love you @💐ViêmLoétDạDàyHoànhTáTràng🎭 @B.chouu ⚜️ @Nguyễn Thanh Thuỷ @ahihi @tèo @ღなあかღ @𝐓𝐡𝐚𝐧𝐡 𝐌𝐚𝐢❤️‍🩹🚬
1028,Enjoyment,Sao xinh gái quá zị 😅
2208,Enjoyment,"Không biết ở đâu mà ăn 
Anh báo à"
4535,Enjoyment,mày láo à cali
3505,Disgust,", cố gắng cố gắng nào ăn đi"
5466,Enjoyment,đó là Al
4610,Enjoyment,xịn quá anh ạ! đó h em mới thấy asmr mấy tiếng tới mười mấy tiếng chứ chưa bao h thấy drama kể hay vậy mà tận 5 tiếng😘😘😘😋
2911,Enjoyment,Hà nội không có biển nhưng giờ rất nhiều đồ lông và ghẹ🤣
1713,Enjoyment,Tao khoái lau lắm
3484,Disgust,"Có ý tưởng, triển khai được cỡ 6/10 thui. 
Các phần tĩnh như loading scene, hình ảnh phím bấm skill đẹp nhưng đồ họa 3D so với thị trường hiện tại thì hơi lỏ."
1965,Disgust,"Món ngon, hấp dẫn và giọng đọc cũng tuyệt. ❤❤❤"
2053,Enjoyment,Phở vỉa hè ở đây rất ngon mình thường ghé đây ăn thường xuyên ok
587,Enjoyment,"cứ ngờ ngợ có gì đó rất quen mà cứ xem không để ý, giờ mới nhớ ra giọng của a Khoai y hệt kênh Web5ngay"
1991,Enjoyment,Mơi bạn một lần đến miền tây người dân chân chất hiếu khách hiền hoà lắm bạn
3347,Enjoyment,Bad parenting lúc đó đang lên thì ôngzdev dính quả phốt rúng động trời tây luôn mà
3485,Enjoyment,Nhìn khê quá 😂
4208,Fear,phát nhường lộ liễu quá
3426,Enjoyment,Chi e cách tai đi
288,Enjoyment,Samsung dễ bị sọc màn
2007,Fear,Chủ kênh lại ko để địa chỉ cho khách biết còn đến thưởng thức á
5260,Enjoyment,Dang xem het giua chung huhu
2213,Surprise,Có ❤
6252,Enjoyment,Cho em hỏi khu trượt tuyết đóng cửa rồi hay sao ạ? Bữa mùng 6 tết em đi thấy khu đó bỏ rồi 😭
3375,Enjoyment,2:27  ko thua kém j nhiều? Khác nhau một trời một vực chứ ở đó đùa à
4308,Enjoyment,Côi mà cười muốn chết mà cũng muốn nội thương 😂😂😂
1919,Disgust,Trung Quốc nhận vơ
4979,Disgust,Sơn là công an.
2957,Enjoyment,Vui nhỉ
1010,Enjoyment,Nguoi Han ma phat am nhu người Việt luôn. Ne thật!
5570,Enjoyment,team đang ăn cơm 🥰🥰🥰
939,Enjoyment,Nhà cốt cái trái hiên rộng. Cũng OK nhỉ
4804,Enjoyment,Quy tà
4254,Enjoyment,Cười sảng mặt A.Xin Lúc A Tú nói chỉ tìm dc 1 cái gương 🤣🤣
6263,Enjoyment,ng lớn là mua theo loại ng lớn ạ
3039,Disgust,"Gọng đọc truyền cảm, nội dung biên tập câu từ hay. Chúc kênh phái triển nha chú!❤❤❤"
394,Enjoyment,",Nên mua note 13 pro hay 15 pro đây anh, chúc anh nhiều sức khỏe"
3123,Enjoyment,Thiếu con game Đồng Cỏ Lau 😭
5870,Fear,Đi 4 lần rồi giờ chán rồi ai bao thì đi tiếp😭
6077,Enjoyment,bạn ơi chỗ chơi bàu trắng mấy cái xe chạy lên cát là mình phải thuê hả
6751,Enjoyment,14 năm trôi qua ngoảnh lại thì mất em rồi
3628,Fear,"Bad parenting peak vl, ở VN thì ít trang báo lớn đăng tin, ít viral nhưng ở quốc tế thời điểm đó, nó là 1 hiện tượng. Rất nhiều kênh YT lớn ở nc ngoài chơi game và mỗi video đều từ vài triệu đến vài chục triệu view. Tự hào thật sự"
3565,Enjoyment,Tôi cũng không hiểu 1 cơ số người thay vì tự hào vì sự phát triển của văn hoá Việt thì họ tìm cách nhấn dìm
2136,Enjoyment,Em thích chị làm video sinh tồn
2597,Enjoyment,đồ ăn Saigon mãi đỉnh ❤❤❤
2972,Disgust,Phải nói là các bác tư vấn thời trang cho mấy anh tây đỉnh thật ❤❤❤❤❤❤😂😂😂😂 . Đúng là kỷ niệm lý thú ❤❤❤❤
5912,Disgust,bạn chỉ mjk đặc phòng với
3259,Disgust,Thg shipper là đàm vĩnh hưng à
373,Enjoyment,Anh cho e hỏi là Có con  nào xài chụp đẹp sạc nhanh xài mượt có ko
442,Disgust,Toàn là những lời nói giáo điều không có chất lượng xin nghỉ cho
6452,Enjoyment,Sao bạn này có video flycam nhỉ
335,Enjoyment,con nào trg mấy con này chs mượt hsr ở đồ hoạ trung bình hoặc thấp vậy ad
1829,Enjoyment,VIỆT CỘNG ĂN ĐI RÙI CHẾT .... NGÀY TÀN CHÚNG MẦY ĐÃ ĐIỂM SAU CÚ TARIF KNOCK OUT CŨA DONALD J  TRUMP
5132,Disgust,"Tin , xưa tướng Nguyễn cao kỳ lái máy bay trực thăng đá gà (tôi có xem  thước phim tài liệu )"
548,Disgust,2026 có ai xem 😊
2928,Disgust,sao lai lam dc the
3890,Enjoyment,Chân Lan Ngọc bị đau
4721,Enjoyment,"Lưu ý  cái tiếng quạc phải đúng nhịp nha, hơi lệch nhịp một chút nha sốp 😂"
5862,Enjoyment,"được mang xe máy lên tàu luôn kh ạ, và nếu mua vé tàu cho xe máy thì hết nhiêu ạ"
2814,Enjoyment,Chuồng heo mà họ tưởng nhà... 😅😅😅
4821,Enjoyment,"Con nhỏ 
Ngic ngu"
3381,Enjoyment,7554 đúng kỉ niệm.
25,Enjoyment,"Dùng Xiaomi,Oppo và mua 1 cái ss cùng tầm giá thì màn nó đẹo hơn thật,chỉ là hơi thô hơn thôi"
795,Enjoyment,anh mang giống lúa chịu hạn thích nghi vùng khan hiếm nước mà cho năng xuất cao .trồng st25 hạt nó mũi rụng hết
4538,Disgust,Còn ko có trên bản đồ thế giới kìa ahahhahaahh
2274,Enjoyment,Anh ấy đã bị chúng ta trung hòa và hòa tan rùi😂😂😂😂😂😂😂😂😂
2244,Enjoyment,kênh ông này tên gì đây ?
3054,Enjoyment,Phong canh tuyet dep thien nhien ban tang
248,Fear,"Em chào anh Dương ạ, em là fan kênh anh đã lâu và nay mạn phép muốn nhờ anh tư vấn giúp. Thời điểm hiện tại fold 6 cũ giá đang loanh quanh 18tr, theo anh 1 năm tiếp theo thì fold 7 có giá như fold 6 bây giờ không ạ. Em đang dùng s23u và tính 1 năm nữa sẽ đổi sang máy gập, theo anh thì fold 7 có phải sự lựa chọn tối ưu nếu giá tầm 18tr ko ạ (anh có thể gợi ý thêm nếu như có option tối ưu hơn ạ) và lại anh giúp em phân tích qua ưu và nhược khi chuyển từ máy phẳng sang máy gập đc ko ạ. Em chúc anh 1 ngày làm việc hiệu quả ạ."
2055,Disgust,❤❤❤tuyệt vời
6386,Disgust,giống cha con vậy
5562,Enjoyment,kinh🤯🤯🤯
705,Enjoyment,Vietnam  giau co xin giup ho voi
5669,Disgust,cô bà đấy Từ Xuất hiện đâu từ xuất hiện linh hồn ạ🥰
4864,Enjoyment,Con này lớn cũng đi trại😂
4843,Enjoyment,Bọn trẻ bây giờ làm gì thì cũng phải có cái đầu để suy nghĩ chứ mấy đứa
4495,Enjoyment,Vn vô địch Kali đầu bùi
5327,Enjoyment,Cam on kenh co luong the Thanh le phuong la hay❤
6560,Enjoyment,Mình từ Hải Phòng thì đi như thế nào ạ. Chi phí thế nào ạ
4337,Enjoyment,Ảo ma
5662,Enjoyment,đây là phúc
3041,Fear,viet nam dat nuoc toi dep qus toi nhu dang song trong mot the gioi khac tuyet voi qua viet nam oi
6812,Enjoyment,Chọn âm thanh nền đê thoát ra man hinh vân nghe nhạc dc nhé mn
460,Disgust,Tin vit kiếm tiền lừa đảo cuối cùng chẳng biết ai
655,Enjoyment,em ở Đà Nẵng nè chị ơi
347,Fear,"Dạ chào Anh, chúc Anh thật nhiều sức khỏe ạ. Em có nhu cầu quay clip làm vlog cho hình ảnh chất lượng, tài chính tầm 8tr. Mong anh tư vấn giúp một con điện thoại đáp ứng được nhu cầu ạ. Em cũng nghe là IPhone 12PRM quay phim đẹp lắm. Nếu đúng vậy thì có nên cố một chút để mua IP cũ không ạ. Mọi thứ em bị mơ hồ quá. Em cảm ơn ạ!"
3531,Disgust,những người lính vn luôn là những người dũng cảm cảm ơn những người lính đã hy sinh mãi mãi nhớ ơn những người lính vn
273,Enjoyment,"2 củ -2,7 củ có máy nào ngon ko anh"
6718,Disgust,xì tin bên dưới player để xem pháo
509,Enjoyment,"Một món quà nhỏ dành cho mọi người. Những người đã theo dõi kênh Khoai Lang Thang suốt hơn 2 năm vừa qua. 
Cảm ơn những chuyến đi, cảm ơn những tháng năm tuổi trẻ, cảm ơn những người bạn đã âm thầm hỗ trợ và cám ơn các bạn, những người đồng hành sau màn hình, cảm ơn vì đã luôn bên Khoai, ủng hộ và giúp Khoai thực hiện ước mơ này.  
Tạm biệt tuổi 27. Chào mày, Khoai của tuổi 28. 

►Facebook: https://www.facebook.com/DinhVoHoaiPhuong
►Page: https://facebook.com/KhoaiLangThang
►Instagram: https://www.instagram.com/khoailangthang"
5135,Enjoyment,Lúc tôi muốn chở bán ông già muc nước mưa mà lang quân o
1678,Disgust,"Cà phê là từ cafe đem từ Pháp qua, nên đừng nhận bừa.  Fin nhỏ giọt cũng học của người Pháp, cũng đừng nhận bừa là VN sáng chế, còn muốn pha chế kiểu gì thì mỗi quốc gia có cách pha chế riêng, thì nên gọi là style, là kiểu cách của người nước đó, không có quyền tưh xưng là có nguồn gốc của mình phát minh ra,  nhái theo pha chế cũng là nhái theo pha chế, không phải là tự sáng tạo  dừng nhầm lẫn mà chê bai người ta mà quên nhìn lại chính mình."
3307,Enjoyment,xem 7554 mà thấy tiếc cho dự án 300475
1595,Enjoyment,Hến xào thấy thèm ❤
4481,Enjoyment,EM thích tháng 4
4267,Fear,Ủa xin lỗi nhưng nghệ sĩ có nhất thiết phải dốt như vậy ko? Cửu chương nhân từ 2-9 mà ko biết? Lớp 3-4 ngày nay ngta học bảng chia luôn rồi
4078,Disgust,Nhanh như chớp có những câu hỏi và những đáp án không phù hợp
4285,Enjoyment,"Cười cái đoạn kể lại chửi lộn cười chết lun, khoái lê dương bảo lâm😂"
4567,Enjoyment,vụ của độ mixi là hút vape bị phát hện mà nhỉ?
6396,Disgust,rồi luôn cl bùn ko
852,Enjoyment,2Q tìm mua một đầu nổ máy 6 hoặc 8 để tuốt lúa mới bền
4118,Enjoyment,Thích Hari quá điiiii
5357,Fear,Bây giờ mà Bà còn nói Thái nghèo nữa. Bởi vậy quả báo tới với Bà là đúng rồi
5857,Enjoyment,"Nào đi nữa hú vck mình đí cùng nhóm bạn với, mình cũng ở rạch giá nò , đi hai vck sợ k vui hihi"
1149,Enjoyment,No muốn hợp tác thi tui minh con các nước khác nữa ma.neu nhu my no chơi nhu vay kg hợp tác voi my là xong tu minh cung muốn hợp tác voi no thi no danh thuê kiểu nào thi no chơi 1 minh đi
