video_id,platform,text
pagK9UaAEQI,youtube,10-15 mà muốn toàn diện thì chỉ có nội địa trung
pagK9UaAEQI,youtube,Thêm 1 củ mua OPPO find X9 chính hãng không ngon hơn à ?
pagK9UaAEQI,youtube,"Anh tư vấn giúp em con máy tầm trên dưới 15tr màn to đẹp pin , cam ổn chip khoẻ và có thể dùng mượt mà trong nhiều năm"
pagK9UaAEQI,youtube,"ngân sách 13tr giờ còn nên mua honor magic 7 pro không anh. nhu cầu chơi liên quân trong 3,4 năm ạ"
pagK9UaAEQI,youtube,"Find X9 thấy bên Pap Công Nghệ test hiệu năng rất tệ nhá chú Dương, kể cả dòng X300 hay chip 9500 nói chung"
pagK9UaAEQI,youtube,Con 16e lỏ cứ thích nhỉ. Màn tai thỏ đã k thích rồi. Còn k có magsafe nữa 😂
pagK9UaAEQI,youtube,"Cho em hỏi từ 10-13tr có máy nào pin trâu, màn to làm máy chính ổn không ạ. Nhu cầu của em chủ yếu dùng zalo, youtube, tiktok ạ."
pagK9UaAEQI,youtube,Thế quái nào mk dùng op15 đang dùng oxygen os16 mà có bị khóa ngân hàng đâu
pagK9UaAEQI,youtube,Anh dương oneplus 15 có rom quốc tế với lock bootloader đc. Anh nghiên cứu thử xem❤
pagK9UaAEQI,youtube,"Mn cho mình hỏi điện thoại xách tay có con nào ko bị chậm thông báo ko, thích con oppo find 9 pro quá mà ko dám mua."
pagK9UaAEQI,youtube,cố lên tý lấy Find X9 pro ngon luôn
pagK9UaAEQI,youtube,"Tài chính dưới 20 củ,nhu cầu chơi game ở mức cơ bản pin trâu hệ điều hành ngon cam đẹp thì nên mua con nào ạ"
pagK9UaAEQI,youtube,"K nên mua đt nội địa hay sách tay nữa nhé mn. Nhà nước ngày càng ban hành quy định quản lý gắt gao, đừng ham rẻ mà đánh đổi nhiều hệ lụy."
pagK9UaAEQI,youtube,anh Dương ơi tư vấn giúp em có con máy nào ngon nhất tầm giá dưới 10tr mà có chip mạnh ạ. Nhu cầu của e là máy phụ để chơi game không quan trọng những cái khác ạ.
pagK9UaAEQI,youtube,Bây giờ Oppo Reno14 5g có ổn không vậy mn
pagK9UaAEQI,youtube,"A Dương ơi cho e hỏi ở mức giá hiện tại có nên mua ip 16prm k hay cùng mức giá đấy nên mua đt khác ạ? E k qtrg ios hay android, nhu cầu của e muốn dùng lâu dài, chụp ảnh quay phim đẹp ạ. Chúc a và ekip một năm mới nhiều sức khỏe để lên thật nhiều video hữu ích cho ae."
pagK9UaAEQI,youtube,"Cho e hỏi Xiaomi poco pad m 1 có đáng mua không ạ?e chỉ xem youtube vs nghe nhạc(không quan trọng chơi game) mong a tư vấn giúp e, e cám ơn 😍"
pagK9UaAEQI,youtube,Anh ơi 10.000.000đ thì mua điện thoại gì.em chúc anh và gia đình nhiều sức khỏe
pagK9UaAEQI,youtube,tầm 13tr thì nên mua ip14pro hay 15 thường ah ạ e xài lâu dài và phục vụ học tập có chơi game nhẹ em mua máy cũ anh ạ
pagK9UaAEQI,youtube,"Cho em hỏi tầm giá 8 triệu thì mua oppo hay xiaomi ạ, tư vấn giúp em điện thoại nhé"
pagK9UaAEQI,youtube,Tầm 9tr thì nên chọn tầm trung hay cao cấp sam sung đời cũ v a ? Mong anh tư vấn ...
pagK9UaAEQI,youtube,"Xin tư vấn máy chính hãng 10-15tr, ưu tiên chụp ảnh với anh em."
pagK9UaAEQI,youtube,"Mọi người ơi cho e hỏi vivo x200 pro mini dùng ở nước ngoài ổn k ạ ? Sắp tới e đi đức nên k biết mua máy này dùng bên đó ok k , kiểu sim sóng thông báo các thứ"
pagK9UaAEQI,youtube,Cho e hỏi tài chính tầm 7-8tr thì nên mua máy nào a ngon a. Nhu cầu e là xem phim lướt mạng và chơi liên quân thôi ạ. Mong a tư vấn
pagK9UaAEQI,youtube,Mong anh so sánh ip17e và ip16. Chúc anh nhiều sức khoẻ
pagK9UaAEQI,youtube,10-15tr có slot nào cho honor 400 k ạ
pagK9UaAEQI,youtube,Chú dương có thể so sánh chi tiết giúp em giữa huawei band 11 Pro dây vải nylon dệt với xiaomi band 11 viền gốm và về phần dây đeo theo thời gian sử dụng độ bền như thế nào 2 con đang bằng giá nhau em đang phân vân không biết mua con nào hết cả em nhờ chú dương tư vấn dùm mong được lên sóng
pagK9UaAEQI,youtube,"Chào anh Dương, dưới 30tr chọn làm máy chính 4 năm, chán iPhone thì có con máy nào bền ko a, samsung dòng S ultra giờ có hiện tượng sọc màn k"
pagK9UaAEQI,youtube,"A Dương ơi, tư vấn giúp e một con đt android cũ tầm giá 15tr với ạ ( một con đt thường, một con gập ). Chụp ảnh đẹp, tác vụ cơ bản mượt mà. Chúc a và gia đình nhiều sức khỏe."
pagK9UaAEQI,youtube,"Nhờ anh Dương giúp đỡ. Vì em đang thích dòng Zfold của Samsung. Em thì chỉ cần dùng pin khỏe và chủ yếu lướt mạng và chát chít thôi. Nên gần như không quan trọng về cấu hình của Zfold 5,6 hay 7. Em nhờ a tư vấn xem với giá của 3 con này hiện tại thì nên chọn con nào hơn. Em muốn dùng mượt mà trong 5-6 năm. Em cảm ơn anh."
pagK9UaAEQI,youtube,Budget 10 củ có con nào cho phụ huynh lớn tuổi ko bác zương zê 😌 cần màn lớn tầm 6.7 6.9in ạh
pagK9UaAEQI,youtube,Anh ơi tại sao sau khi iqoo z9 cập nhật lên origin os 6 android 16 lại hay quá nhiệt 50 độ ạ
pagK9UaAEQI,youtube,iPhone mua sạc không dây chứ sạc dây đem ra ngoài chỉ. Bất tiện
pagK9UaAEQI,youtube,cho mình hỏi tiền ít mà dùng ipone 12 thường cũ để quay video sản phẩm có được ko xin cảm ơn
pagK9UaAEQI,youtube,"A ơi cho e hỏi ,redmi k60 còn đáng mua ở thời điểm hiện tại ko ạ"
pagK9UaAEQI,youtube,Oneplus 15 có thể unlock cài rom qt rồi lock lại xài ok mà a
pagK9UaAEQI,youtube,"Hiện tại sắp đến ngày 8/3 rồi e muốn tặng mẹ chiếc đt màn đẹp + pin trâu ko quan trọng chip vì mẹ e chỉ xem youtube thôi, e đang phân vân con honor x9d vì máy bền pin trâu nhưng ko biết màn hình có đẹp ko và ngoài con máy đó ra còn máy nào khác nữa ko a mong a tư vấn. Tài chính của e 10tr"
pagK9UaAEQI,youtube,Đang phân vân giữa Oneplus 15 vs Honor Win . Con thì pin 7300 con thì pin 10000 có quạt
pagK9UaAEQI,youtube,"Con chào chú dương ạ, con đang phân vân giữa ip15prm và oneplus 15, nhu cầu chủ yếu là chụp hình nhiều, xem ytb và chơi game nhẹ như liên quân, con cảm ơn chú ạ, chúc chú nhiều sức khỏe"
pagK9UaAEQI,youtube,"anh dương cho em hỏi tầm giá 10tr, máy cũ thì cam con nào đẹp nhất ạ, em đang cân nhắc oppo find x8 pro/ find x7utral. em chỉ ưu tiên camera, tránh phần cứng, phần mềm lỏ quá là được ạ ."
pagK9UaAEQI,youtube,Anh Dương cho em hỏi huawei smart band 11 có kết nối được với ip k ạ và có tiếng việt k ạ
pagK9UaAEQI,youtube,Anh ơi em muốn mua oneplus 15 chính hãng thì ở HN có cơ sở nào bán không ạ?
pagK9UaAEQI,youtube,OnePlus 15 up đc rom quốc tế nhé các bác 😀
pagK9UaAEQI,youtube,"Hi a, iphone 17e ra rồi thì 16e có giảm nữa không ạ, liệu có xuống 11tr không ạ? Cảm ơn a"
pagK9UaAEQI,youtube,"Chào anh Dương, em đang muốn mua 1 mẫu điện thoại phân khúc flagship cao cấp toàn diện để làm máy chính, chỉ cần hàng quốc tế chính hãng VN hay không đều được và tránh máy hàng nội địa bị chậm thông báo nhiều. Mong anh tư vấn giúp. Chúc anh sức khỏe."
pagK9UaAEQI,youtube,"chào chú dương, chúc chú nhiều sk ạ!
cháu xin tư vấn đth nhu cầu như sau
cháu muốn mua iphone trong tầm giá tầm 14 triệu đang phân vân iphone 16e new, iphone 15 new và iphone 14 pro cũ
nhu cầu: máy dùng lâu dài trên 5-6 năm tác vụ cơ bản mxh, chat, xem phim nhiều, chuyển khoản, ít khi chơi game, ko quan trọng pin nhưng xài mượt ko lag. chụp ảnh đẹp nhưng ko cần góc siêu rộng, chân dung 1x 2x là đủ, zoom xa thì ít xài chỉ cần ko bị noise nhiều là oke (đang dùng 11 prm zoom khá ổn), lâu lâu có quay concert nhưng cũng chỉ cần ko bị noise nhiều, còn lại ko quay video. với lại cháu là người cũng thích công nghệ nên cũng khá muốn trải nghiệm các tính năng AI. 120hz cũng tiếc nhưng cháu ko chơii game nên hi sinh cũng dc và cũng tiếc dynamic island nữa :'). hiện tại cả 3 máy đều đáp ứng tốt tác vụ cơ bản trên của cháu
hay là cố lên 15 plus ạ, cháu không thích pro max vì cầm khá cấn và nặng (đang xài 11 pro max thấy hơi khó chịu cầm nắm mà viền vuông chắc k sao, 200g cũng ko nặng), nhưng mà 15 plus cái màn to đánh đổi nhiều thứ quá nên cháu cũng ko muốn lắm. căn bản cả 3 máy đều dùng dc tác vụ cơ bản, nhưng 14 pro nó hơi cũ nữa. cháu cũng muốn xài màn 6.3 hoặc 6.5 của ip air hơn, 6.1 hơi nhỏ (cháu cầm thử rồi) nhưng kinh phí chỉ tới đó nên thôi cũng được.
mongg chú giải đáp"
pagK9UaAEQI,youtube,"tầm 10tr trở xuống thì mua điện thoại chính hãng nào tab vụ mượt mà, không giật lag hay trễ thông báo, chụp hình đẹp anh? e không chơi game chỉ lướt mxh và sử dụng tab vụ bình thường."
pagK9UaAEQI,youtube,"Dạ con chào chú, chúc chú và gia đình nhiều sức khỏe
Con đang dùng Redmi Note 12T pro nhưng hiện tại giật lag khá nhiều, con muốn tìm máy dao động 7-11tr(hiệu năng mạnh) xách tay chính hãng đều đc ạ (nghiêng về OnePlus ace6T,13T và Redmi vì ngoại hình đẹp).
Nhu cầu của con là: học tập, chơi game , xem phim, nghe gọi(thông báo trễ không vấn đề ạ)
Nhờ chú tư vấn giúp con với ạ, con cảm ơn chú!"
pagK9UaAEQI,youtube,"Chào chú Dương Dê, chúc chú và gia đình nhiều sức khỏe, sớm đạt 3 triệu sub ạ!

Cháu đang dùng Galaxy M51, tính đổi sang OPPO Find X9 Series hoặc S25 Ultra. Nhu cầu của cháu là: Xem YouTube nhiều, chụp ảnh đẹp, hệ điều hành mượt và đặc biệt là đi concert 1 lần/năm.
Cháu phân vân:
1. Có nên cố lên Find X9 Pro để lấy camera 200MP đi concert hay khi chụp ảnh thu sáng, ... có tốt hơn không?
2. Cháu sợ S25 Ultra pin không bằng M51 cũ và lỗi sọc màn hình/hở lưng, cũng như không có sạc sẵn.
3. Không biết còn máy nào toàn diện hơn không ạ, cháu cũng có chút thích cam X300 Pro nhưng chỉ mỗi cam thì hơi thiếu, cháu có thể mua mới hoặc cũ ở các cửa hàng lớn như TGDD hay CellphoneS ạ.

Nhờ chú tư vấn giúp cháu lựa chọn toàn diện nhất. Cháu cảm ơn chú!"
pagK9UaAEQI,youtube,Với iphon 16 nó gần như thế nào
pagK9UaAEQI,youtube,"anh ơi em có tài chính tầm  17 tr  mua 14 prm 256 gb cũ hay mua oppo find x9 ạ  nhu  cầu em  sử dụng lâu  dài quay video chụp ảnh   mạng xã hội  em học nhiều ở xưởng   trong 1 đến 2 năm sau đó đi làm  ạ  em không biết chọn điện thoại nào ạ   .
 Chúc anh và gia đinh nhiều sức khỏe ạ"
pagK9UaAEQI,youtube,One plus 15 của e up ROM oxygen os hiện tại dùng ngân hàng bt liệu có bị sao không ạ hay là chưa khoá ngân hàng thôi
pagK9UaAEQI,youtube,Nên mua redmi note15 5g hay samsung a36 nhu cầu sử dụng cơ bản và chụp ảnh ạ
pagK9UaAEQI,youtube,"em chào anh Dương ạ
tài chính 10tr có thể thêm 1 tí thì anh Dương nghĩ nên chọn máy nào ạ
em cảm ơn anh nhiều!"
pagK9UaAEQI,youtube,Anh dương ơi cho em hỏi có con đt nào tầm 1tr2 mà 64 hoặc 128 gb ko anh em là hs ko có nhiều tiền ạ e cảm ơn anh ạ chúc anh đc 3tr sub trong năm nay ạ❤
pagK9UaAEQI,youtube,"cho e hỏi tài chính loanh quanh 10-15tr thì nen mua máy android nào hiệu năng cao,cam ổn chút,dung lượng cao thì càng tuyet vời ạ,chúc ah và gđ năm mới dồi dào,nhiều sk, làm ăn phát đạt!"
pagK9UaAEQI,youtube,Dạ theo ah tài chính 15tr có nên mua oppo reno 15 ko ạ
pagK9UaAEQI,youtube,Không thấy anh dương nhắc đến foco F8 pro
SK4XtpId3sk,youtube,Tham khảo tại Clickbuy : https://clickbuy.com.vn/?utm_source=duongde&utm_medium=ytb&utm_campaign=trangchu
SK4XtpId3sk,youtube,"Em chào anh chúc anh năm mới bình an và dồi dào sức khỏe. Em đang muốn mua 1 con máy android làm máy phụ giá dưới 10 triệu xách tay. Em cần máy có pin trâu, hiệu năng cao nhất và sạc nhanh ạ. Em càm ơn nhiều."
SK4XtpId3sk,youtube,Cho e hỏi mua có phải chuyển tiền trước k a
SK4XtpId3sk,youtube,Anh có link s25 giá tốt k ạ
SK4XtpId3sk,youtube,chào a . a ơi mấy sam sung s24 fe cũ giá 8tr 4 fulbox có đáng mua ko . mong a tư vấn
SK4XtpId3sk,youtube,Làm thế nào để kích vào kênh Dương Dê
SK4XtpId3sk,youtube,"Honor 400 pro săn sale tầm 13.4 triệu, có nên mua ko Anh ? E ko chơi game, chủ yếu chụp hình thôi. Cảm ơn Anh tư vấn"
SK4XtpId3sk,youtube,Tân mua Shoppee giá giảm 40%....…
SK4XtpId3sk,youtube,"1 lời tiên tri kể rằng sẽ có 1 Goat review điện thoại nào đó thủ thỉ với tôi về 1 con Điện thoại 2-3 triệu, (cần nhất) cấu hình ổn để lướt web đa nhiệm, màn hình lớn, 6/64 - 6/128, NFC, 5G càng tốt, Nô vấn đề tên tuổi...."
SK4XtpId3sk,youtube,"Chào chú hiện tại cháu đang dùng iphone 14 plus 128gb và thường xuyên bị đầy bộ nhớ thì nâng cấp lên iphone 17 pro max 256gb hay iphone 16 pro max , 2 cái này thì cái nào kinh tế hơn ạ , cháu cảm ơn và chúc chú và gia đình nhiều sức khoẻ ạ ❤"
SK4XtpId3sk,youtube,"Mng chi mình hỏi nếu mình mua đt trên shoppe thì tới lúc bảo hành máy thì đem đi đâu ạa,"
SK4XtpId3sk,youtube,"Anh ơi redmi tubor 4 có thể cài đc ROM global không a, và nếu cài được rồi thì máy có bị làm sao không ạ, mong a giải đáp giúp e ạ, chúc a với gia đình luôn khỏe mạnh."
SK4XtpId3sk,youtube,Ae nào mua qua linh của a dương chưa ạ. Có ổn không ạ.
SK4XtpId3sk,youtube,add điện thoại khác thì ok chứ iphone e ấn k bao giờ có mã 😀
SK4XtpId3sk,youtube,"Đừng ham giá rẻ mua voucher trên YouTube shopping. Quy định của shop không cho đồng kiểm, đặt điện thoại A thì giao điện thoại B, đau đầu nên xóa luôn shopee luôn rồi."
SK4XtpId3sk,youtube,Bạn  ơi  sao mình  bấm mua remind not 15.5g dang ở 5200k ma khi bấm mua nó lại  nhảy sang hon 6tr
SK4XtpId3sk,youtube,"E chào a. em xin tư vấn về máy loanh quanh 4,5 tới 6 triệu chạy tốt duy trì trong 4 tới 5 năm các vấn đề liên quan đến rom em có  thể khắc phục, em ưu tiên vè hiệu năng là chính ạ,  Chúc anh và gia đình năm mới thuận lợi"
SK4XtpId3sk,youtube,Chào a dương.em muốn mua chiếc dt tầm giá 7tr ko phân biệt chính hãng hay sách tay nhưng phải có tiếng việt ko thiên về chip chỉ cần cam đẹp rum xa pin khỏe là được .chúc a và gia đình thật nhiều sức khỏe
SK4XtpId3sk,youtube,Mọi ng ơi.mua ở shop có yên tâm k ạ ?e định 15t pro mà lăn tăn quá! Thấy nó rẻ hơn viettel.tgdd quá.nên chưa dám mua ?ae tư vấn hộ e mới ạ
SK4XtpId3sk,youtube,ai thèm mua con đó đâu
SK4XtpId3sk,youtube,anh dương ơi cho em hỏi tí là em đang phân vân giữa oppo reno 15 và xiaomi 15t pro em lựa chọn máy nào ạ nhu cầu là em ko chơi game  và em hay edit vd lướt mạng xh đôi lúc ek có chụp ảnh ạ em cần hiệu năng ram rom cần camera đẹp xíu ạ chúc anh và gđ nhiều sức khoẻ ạ
SK4XtpId3sk,youtube,"Chào chú ạ, cháu chưa bao giờ đặt hàng trên yt shoping và vừa rồi  cháu có thấy video về xiaomi 15T với giá giảm sâu cháu muốn mua nhg cháu cũng chưa từng đặt hàng với giá cao như vậy liệu có đúng với hàng chính hãng và giới thiệu ko ạ cháu chưa biết nên nhờ chú TL cháu ạ. Chúc chú và gđ nhiều sk ạ."
SK4XtpId3sk,youtube,"Mình mới mua IPhone Air trên Shopee giá 23.7 triệu đây, rất hài lòng, pin từ sáng đến đêm còn chưa hết, ko tệ như lời đồn 😅"
SK4XtpId3sk,youtube,nói chung là iphone e là thiết kế đáng giá nhất nó cao thì chê giảm giá thì mình mua luôn
SK4XtpId3sk,youtube,Rất là mong ai đó cho ý kiến rằng Poco X7 5G 8/256 giá 4690K có phải là Best Choice rồi không. Hay t đang chưa nhận ra 1 nguyệt quang nào đó pro hơn trong tầm giá đó? 🫥
SK4XtpId3sk,youtube,"Cháu chào chú Dương, cháu đang cần mua 3 chiếc điện thoại android giá lần lượt là 3tr, 4tr, 6tr (toàn diện nhất trong tầm giá, ưu tiên máy chính hãng) mà không biết nên chọn máy nào! Chú tư vấn giúp cháu với ạ! Chúc chú và gia đình thật nhiều sức khoẻ ạ."
SK4XtpId3sk,youtube,Anh dương ơi mua qua ytshoppe có chế độ bảo hành đầy đủ ko a mong a tư vấn ạ chúc a và GĐ nhiều sức khỏe
SK4XtpId3sk,youtube,"Chào chú ạ, cháu đang tìm 1chiếc điện thoại cho mẹ tầm 5-10tr. Yêu cầu: Chụp ảnh nịnh mắt chút, dung lượng 256gb trở lên, bền ạ. Chúc chú và gia đình sức khoẻ, làm ăn phát đạt."
SK4XtpId3sk,youtube,"Mình rất thích xài Android cao cấp, nhưng lại sợ sau vài năm bị hư hỏng ko có linh kiện thay thế. 
Bạn dương có thể tư vấn dùm mình nhé, liệu sau vài năm có linh kiện thay thế cho đt Android ko ạ, cảm ơn bạn nhiều, chúc sức khỏe và hạnh phúc nhé!"
SK4XtpId3sk,youtube,"Quan trọng tài khoản shopee có uy tín k nữa. Note 15 5G m bấm vào còn 4,9tr, 4G còn 3,9tr"
SK4XtpId3sk,youtube,h
SK4XtpId3sk,youtube,Sao cũng click vào đường link mà ko lúc nào thấy find x9 giảm giá 16 17 tr như a dương nói
SK4XtpId3sk,youtube,a có thể gắn giỏ hàng con samsung tab s10 fe được không ạ
SK4XtpId3sk,youtube,Dạo gần đây mới để ý mua đồ công nghệ trên các gian hàng chính hãng nổi tiếng của shoppe giá rẻ hơn nhiều thật. Trc hơi sợ mua đồ đắt tiền trên shoppe nhưng nếu đúng gian hàng các hãng nổi tiếng thì cũng yên tâm.
SK4XtpId3sk,youtube,Em mới mua 17prm không muốn dùng ốp giờ có lên dán ppf k a
SK4XtpId3sk,youtube,Không có cho iPhone hả anh dương chúc anh sức khoẻ
SK4XtpId3sk,youtube,Có nên bán 14T pro mua iPhone 15 pro ko anh dương xin a tư vấn ạ
